alpha_frontal,alpha_temporal,alpha_parietal,alpha_occipital,beta_frontal,beta_temporal,beta_parietal,beta_occipital,theta_frontal,theta_temporal,theta_parietal,theta_occipital,alpha_global,beta_global,theta_global,stress_frontal,stress_temporal,stress_parietal,stress_occipital,profile_name
0.36995485913692455,0.2232581188776186,0.29672486313106194,0.25523954058525816,0.9105289109477159,0.9086989440818055,0.8023080248616529,0.8881949113035785,0.7593559091680595,0.7872076573863378,0.666268465057421,0.6347014001436535,0.2862943454327158,0.8774326977986882,0.7118833579388679,0.5405740518107913,0.6854408252041869,0.5055831617305909,0.6329553707183204,Anxious
0.42615875264145076,0.2732127751676417,0.30346646496001994,0.4247638889952816,0.812005879927565,0.7101143780926601,0.8842762126880427,0.8589315873793746,0.6381732756926648,0.7762528916295083,0.7968602491962938,0.6668259002148136,0.35690047044109846,0.8163320145219106,0.7195280791833202,0.38584712728611426,0.4369016029250184,0.5808097477280227,0.43416769838409297,Anxious
0.34448915781436934,0.3456909142393814,0.35101318381804625,0.2568988957521765,0.9202430777211387,0.7539229531174326,1.0,0.9453733077402471,0.8045177807523273,0.5820352359822458,0.7866802413801618,0.7137515728747209,0.32452303790599335,0.9048848346447046,0.7217462077473639,0.5757539199067694,0.4082320388780512,0.6489868161819538,0.6884744119880706,Anxious
0.4695627064639148,0.3784046838232223,0.260881039672726,0.3687160110074803,0.9881804268246731,0.891393683234517,0.7774178969636848,0.758664249498665,0.8675460434566227,0.8106725529848203,0.6527171898387062,0.6862359895308651,0.36939111024183585,0.853914064130385,0.7542929439527536,0.5186177203607583,0.5129889994112946,0.5165368572909588,0.38994823849118465,Anxious
0.4095593129483024,0.21778974956046773,0.21179234894552068,0.2551871605016784,0.6576438040940781,0.7025195091665861,0.831849360898704,0.8777781037526898,0.7586190356070309,0.6997079348873153,0.8493027382961353,0.9398779217871511,0.2735821429889923,0.7674476944780144,0.8118769076444082,0.2480844911457757,0.4847297596061184,0.6200570119531833,0.6225909432510115,Anxious
0.3651586447249158,0.3192532480265392,0.4169245518572873,0.34534332156962094,0.8118308094524253,0.9868524872964013,0.77870144911023,0.7714711956663627,0.7586985968663105,0.8193775178584336,0.742976975322103,0.864228443760771,0.3616699415445908,0.8372139853813548,0.7963203834519046,0.4466721647275094,0.6675992392698621,0.3617768972529427,0.42612787409674174,Anxious
0.23800868208984025,0.3846372383313935,0.45888011873482876,0.460797683190588,0.9656114048297759,0.8651928299004548,0.8856409092800799,0.7529435437389358,0.8591402834884667,0.7285136073043513,0.803724014990831,0.9116472989992648,0.38558093058666265,0.8673471719373116,0.8257563011957285,0.7276027227399356,0.48055559156906125,0.4267607905452511,0.2921458605483478,Anxious
0.45591801606110804,0.3569870626417364,0.3989027976488794,0.40726816312785824,0.8971623510206368,0.8443005043639328,0.8106954970331441,0.7774760720569219,0.7032433425372654,0.7100106326357948,0.7590150123780592,0.824206141390107,0.40476900986989556,0.832408606118659,0.7491187822353066,0.44124433495952875,0.48731344172219637,0.4117926993842647,0.3702079089290637,Anxious
0.2869324267855267,0.2583179438264165,0.3419622568994025,0.4830008851395613,0.7640459284211784,0.9425387432561867,0.8929063400828188,0.8359151807181784,0.6500255914495932,0.7021196611661047,0.716827018627711,0.7321904301550805,0.34255337816272674,0.8588515481195906,0.7002906753496223,0.47711350163565164,0.6842207994297702,0.5509440831834163,0.3529142955786171,Anxious
0.3842710277876076,0.38052165956078937,0.4045651118533028,0.3229760168910598,0.9110498411429941,0.8697957259846497,0.857195307384362,1.0,0.657940010087449,0.8053600896397889,0.8914117136046789,0.7599758912079279,0.3730834540231899,0.9095102186280014,0.7786719261349611,0.5267788133553866,0.48927406642386034,0.4526301955310592,0.6770239831089402,Anxious
0.37928970948952806,0.28952914196933915,0.2153129041828321,0.31385168631684024,1.0,0.8752905284131984,0.7954103107621139,0.7879136004567543,0.7299123311087224,0.8080812050047872,0.719387087525749,0.6581026772572253,0.2994958604896349,0.8646536099080167,0.728870825224121,0.620710290510472,0.5857613864438593,0.5800974065792818,0.47406191413991405,Anxious
0.4683913145300907,0.4162662864855042,0.31395021640977294,0.23033539446283396,0.8553156540221278,0.8196470394629086,0.8688666592705486,0.868992513947077,0.9492184763314929,0.7922223079630184,0.7534841383056712,0.7674433876053484,0.35723580297205043,0.8532054666756654,0.8155920775513827,0.38692433949203714,0.40338075297740444,0.5549164428607757,0.638657119484243,Anxious
0.32704324445825916,0.3360320168854348,0.4995936184261418,0.3952513381464187,0.7508751444417082,0.7990968132613397,0.7406840084291932,0.7863164405757714,0.845878370940129,0.7263102928015116,0.763403102062881,0.7414524992623114,0.3894800544790636,0.7692431016770032,0.7692610662667082,0.42383189998344906,0.4630647963759049,0.24109039000305144,0.3910651024293527,Anxious
0.37840343141604427,0.4165040108568217,0.4073471607916751,0.34242195268698555,0.7820372416294086,0.8778370719497858,0.8700470060694054,0.6915559286383942,0.7621471182123598,0.5907252523321922,0.8437113394926193,0.6251887683225847,0.38616913893788163,0.8053693120717486,0.705443119589939,0.4036338102133643,0.46133306109296407,0.46269984527773034,0.34913397595140866,Anxious
0.2412731756959234,0.34232574622423034,0.3072577369987374,0.28576616384200937,0.882397586154519,0.8956979675253661,0.7376979412575932,0.9484114400825949,0.7549110781257222,0.6067052791503957,0.7893014015468189,0.7009780389623952,0.2941557056902251,0.8660512337550182,0.712973949446333,0.6411244104585956,0.5533722213011358,0.4304402042588559,0.6626452762405856,Anxious
0.35919052608327295,0.40235413383031093,0.5043136950934624,0.4317910506014867,0.7902228499638099,0.7882413955006212,0.8016750395899305,0.8543511736773902,0.8130900003209759,0.6938573390228386,0.6953712170194529,0.8258538075565949,0.4244123514021332,0.808622614682938,0.7570430909799656,0.4310323238805369,0.3858872616703103,0.2973613444964681,0.4225601230759035,Anxious
0.5156519354140897,0.290542918158569,0.316468764698079,0.22225157426239933,0.9725849430020882,0.8301484792406494,0.8091154194918933,0.7650007387441333,0.7370701865998284,0.7304984467357465,0.7065532569197237,0.7218179951930133,0.33622879813328427,0.8442123951196909,0.7239849713620778,0.4569330075879985,0.5396055610820805,0.49264665479381425,0.5427491644817339,Anxious
0.4821375899553869,0.40707873960489566,0.25903213528731506,0.3236516609984081,0.8901241382884608,0.7831784364385529,0.9139015534034814,0.7387958296226832,0.6620395130235184,0.710865616470943,0.724919012388644,0.7535866774316455,0.36797503146150146,0.8314999894382945,0.7128527048286877,0.4079865483330739,0.37609969683365724,0.6548694181161664,0.4151441686242751,Anxious
0.3737889663386367,0.43972142836155637,0.5056967084573507,0.34904680021681744,1.0,0.8170507288362143,0.787240875345162,0.7961464853682368,0.7969686872689621,0.576349934813716,0.8047728081986123,0.7027622125195198,0.4170634758435903,0.8501095223874033,0.7202134107002025,0.6262110336613633,0.37732930047465796,0.28154416688781125,0.4470996851514194,Anxious
0.34794914473799293,0.46765920167449687,0.4496152795316733,0.35940868543289756,0.955774783007493,0.861366404003754,0.861877489629186,1.0,0.7821550711347977,0.7932502637284634,0.7941388723558458,0.6849350754742353,0.40615807784426516,0.9197546691601082,0.7636198206733356,0.6078256382695,0.3937072023292571,0.4122622100975127,0.6405913145671025,Anxious
0.4280535026140937,0.5225735981500855,0.36256346979278997,0.22898544331805556,0.8916329221654586,1.0,0.9557719568093571,0.7741775786001416,0.7366024007297892,0.7682816208763567,0.7706777123507131,0.7303773095955067,0.3855440034687562,0.9053956143937393,0.7514847608880915,0.46357941955136495,0.4774264018499145,0.5932084870165671,0.545192135282086,Anxious
0.38540224331628586,0.3262350313730875,0.3986458826700238,0.3478592841023138,0.8844405433603586,0.8969868025442422,0.678618358830537,0.9625283660717716,0.7833354522605274,0.8577524223909779,0.8208827040721667,0.7768725296334061,0.36453561036542775,0.8556435177017274,0.8097107770892694,0.49903830004407274,0.5707517711711547,0.2799724761605132,0.6146690819694578,Anxious
0.3585120332288755,0.4596859797724568,0.30442219572930657,0.22289088174339672,0.9353928490797125,0.8238090597811887,0.8908984950935501,0.9187516093164299,0.6998618520018602,0.7209243291180796,0.577019936787782,0.8492088486847772,0.3363777726185089,0.8922130033177202,0.7117537416481248,0.5768808158508371,0.3641230800087319,0.5864762993642436,0.6958607275730331,Anxious
0.35753778616296517,0.4295264572711572,0.34925452656144695,0.2538107158444223,0.8576544399357249,0.7653842405895863,0.877918326935742,0.8275203695471313,0.7455051980765911,0.7378241216745396,0.730124103445374,0.8719559764965338,0.3475323714599979,0.8321193442520461,0.7713523499232596,0.5001166537727597,0.33585778331842914,0.5286638003742951,0.573709653702709,Anxious
0.2683531147271233,0.390264830122845,0.496308626814653,0.3058861074986643,0.7803276894398857,0.9402934403516997,0.7858351523125341,0.7973953558533617,0.5850624409970103,0.7170419493023424,0.5627673200710928,0.6864926213948094,0.3652031697908214,0.8259629094893703,0.6378410829413137,0.5119745747127624,0.5500286102288547,0.2895265254978811,0.49150924835469745,Anxious
0.4281166045246616,0.3819031769661225,0.3679732923807979,0.1119563335038977,0.8232844824703034,0.8677555899701647,0.8837514002052882,0.8672555251111083,0.651431222435467,0.9721969421886394,0.8188819940801081,0.8062835987798089,0.32248735184386995,0.860511749439216,0.8121984393710059,0.3951678779456418,0.48585241300404214,0.5157781078244903,0.7552991916072106,Anxious
0.2579419044793757,0.37401561592220844,0.3753128727652183,0.3721641411883835,0.8452738239620501,0.9083796766065595,0.7174773674826416,0.7449016859585578,0.7663560459004739,0.8425393960640707,0.67380273034595,0.6766014268453087,0.3448586335887964,0.8040081385024522,0.7398248997889508,0.5873319194826744,0.534364060684351,0.3421644947174233,0.3727375447701743,Anxious
0.4176469459978483,0.2717912788260972,0.2581918555887135,0.4169414507803581,0.7646703321107239,0.8308141505279971,0.7495742718050226,0.8389990715332031,0.8058115582851137,0.7351811936156143,0.8051107480971875,0.6244170363154349,0.3411428827982543,0.7960144564942366,0.7426301340783376,0.3470233861128756,0.5590228717018999,0.49138241621630907,0.422057620752845,Anxious
0.2590653019677297,0.42950406455747003,0.36862878081904155,0.30088981487493666,0.9230015111366767,0.9039120616603822,0.8943136746266621,0.9038774907712598,0.7079397906053327,0.6252199067387395,0.7821510819858982,0.7408807646693472,0.3395219905547945,0.9062761845487451,0.7140478859998294,0.663936209168947,0.47440799710291215,0.5256848938076206,0.6029876758963231,Anxious
0.29365113114017366,0.4172319848190608,0.27562615540987623,0.36761382435765444,0.8523751809223186,0.8393450133416631,0.821020836639588,0.955904805443117,0.7875128371117022,0.602147700015356,0.7394787116206655,0.7511682669539548,0.3385307739316913,0.8671614590866716,0.7200768789254196,0.5587240497821448,0.4221130285226023,0.5453946812297118,0.5882909810854625,Anxious
